Geneid	../bam/americana_AG_1.bam	../bam/americana_AG_2.bam	../bam/americana_AG_3.bam	../bam/americana_carcass_1.bam	../bam/americana_carcass_2.bam	../bam/americana_carcass_3.bam	../bam/americana_EB_1.bam	../bam/americana_EB_2.bam	../bam/americana_testes_1.bam	../bam/americana_testes_2.bam	../bam/americana_testes_3.bam	../bam/DameSB_fem.bam	../bam/DameSB_mal.bam
MSTRG.383	132	121	118	765	1344	573	180	245	162	265	296	469	1345
MSTRG.384	0	0	0	8	14	9	0	0	2	10	5	0	98
MSTRG.385	5	18	0	8	7	1	0	38	636	575	584	19	1940
MSTRG.386	1	0	0	44	61	33	77	116	0	0	1	22	37
MSTRG.387	1	0	0	0	0	0	0	17	53	69	69	0	97
MSTRG.388	47	835	65	22	40	127	20	1659	23290	28729	31508	49	107970
MSTRG.389	0	2	1	0	0	1	0	18	347	284	347	0	828
MSTRG.390	0	0	0	0	0	0	1	6	150	107	131	0	25
MSTRG.391	1	28	0	0	3	3	0	94	1147	1439	1520	4	3724
MSTRG.392	0	3	0	0	0	0	0	5	99	110	122	0	119
MSTRG.393	0	0	3	282	66	140	1	0	0	1	1	136	527
MSTRG.394	0	12	1	0	0	1	0	34	338	416	493	3	2279
MSTRG.395	23	47	15	16	18	13	29	76	428	687	829	1312	2878
MSTRG.396	258	177	176	1511	924	1437	295	405	203	354	416	1950	5360
MSTRG.397	63	70	89	668	528	825	100	224	98	146	166	1542	2672
MSTRG.398	2058	2849	3318	2501	2098	2367	1681	2499	1434	2241	2735	17604	20848
MSTRG.399	57	98	97	191	697	205	116	194	34	57	71	2915	494
MSTRG.400	95	133	94	366	372	403	110	230	633	1204	1346	3970	7181
MSTRG.401	371	480	475	2798	5869	2694	2145	3701	217	339	315	12184	9191
MSTRG.402	542	499	609	1255	1931	1168	671	1070	371	588	715	3024	4934
MSTRG.403	774	627	675	806	1718	675	1487	2702	752	1242	1321	3406	6088
MSTRG.404	22	37	39	83	341	80	29	61	11	14	13	32	91
MSTRG.405	464	644	621	1698	1635	1452	492	872	387	733	809	4702	5603
MSTRG.406	286	494	437	430	654	365	277	1042	7828	9614	11107	7685	70074
MSTRG.407	6	53	5	175	39	116	7	75	882	1147	1292	2640	7452
MSTRG.408	0	0	0	32	7	9	1	0	3	0	1	163	84
MSTRG.409	5321	4006	5874	7601	2481	4794	4144	6214	2239	3030	3697	14489	48438
MSTRG.410	1	0	1	0	1	3	2	0	10	8	9	0	56
MSTRG.411	237	255	232	658	606	689	322	559	194	236	338	2513	3422
MSTRG.412	1	3	1	3	11	8	4	6	4	7	4	7	24
MSTRG.413	303	181	252	1102	603	836	287	494	295	395	543	3979	6462
MSTRG.414	0	0	0	2	5	3	0	0	39	29	22	2	9
MSTRG.415	1153	965	1018	1545	1691	1118	646	1133	2835	4232	4902	9416	34156
MSTRG.416	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.417	9013	17078	17500	14509	57768	16521	9823	17342	1346	3170	3278	55120	27783
MSTRG.418	93	220	199	225	256	241	114	241	609	1164	1306	718	6332
MSTRG.419	413	301	344	2648	11319	4218	669	913	421	1219	1607	940	2030
MSTRG.420	252	263	424	571	876	941	625	1025	46	48	88	1646	4243
MSTRG.421	1	6	11	12	22	7	5	6	0	0	0	25	44
MSTRG.422	4	104	13	8	9	20	2	261	4067	4023	4580	11	13842
MSTRG.423	3	39	1	2	4	3	1	47	588	859	957	1	3334
MSTRG.424	0	1	1	0	0	0	0	33	596	527	603	0	219
MSTRG.425	40	21	33	1407	662	944	24	53	165	224	265	1094	3730
MSTRG.426	0	0	0	0	0	0	0	0	5	3	6	0	1455
MSTRG.427	9	241	15	3	23	30	7	530	6718	8288	9052	15	32479
MSTRG.428	36	112	40	9	6	15	17	239	3279	3524	4087	3	14674
MSTRG.429	312	437	248	1	1	0	0	2	0	0	0	0	200
MSTRG.430	16	47	38	176	96	118	6	3	3	3	4	126	470
MSTRG.431	2	1	0	4	0	1	1	18	184	194	287	1	650
MSTRG.432	6	135	9	9	7	24	20	286	3789	4208	4839	7	19987
MSTRG.433	2	54	2	4	5	7	0	90	1113	1818	2160	27	8660
MSTRG.434	199	719	391	36	21	62	0	15	0	0	1	24	236
MSTRG.435	3	49	7	0	5	3	1	119	2217	2767	2890	5	10209
MSTRG.436	0	0	0	12	60	8	0	0	0	0	0	16	24
MSTRG.437	0	5	0	5	0	1	0	19	286	390	456	29	736
MSTRG.438	0	0	6	1455	2326	907	39	61	0	5	3	1535	1948
MSTRG.439	0	0	0	0	0	0	0	2	35	35	26	0	0
MSTRG.440	6	151	11	4	10	18	3	308	4731	5095	5925	26	23034
MSTRG.441	0	0	0	0	0	0	0	0	0	0	1	2	1163
MSTRG.442	0	0	0	0	0	0	0	1	12	24	11	0	0
MSTRG.443	48	14	17	134	98	31	7	13	25	15	13	191	284
MSTRG.444	4	4	55	5876	11182	5278	1328	1459	7	20	13	2940	4905
MSTRG.445	476	497	559	782	766	662	524	877	1308	2002	2331	6171	12205
MSTRG.446	191	292	134	726	989	525	215	715	6810	6543	7285	11343	29635
MSTRG.447	489	572	579	1092	2043	1382	610	992	190	304	394	9506	5694
MSTRG.448	207	298	327	388	658	385	250	474	275	413	463	5240	2214
MSTRG.449	447	560	725	557	818	643	567	850	537	868	1043	2579	6394
MSTRG.450	21156	31512	36393	41079	124194	39539	17884	29977	3399	6728	7208	51736	77788
MSTRG.451	63	207	86	173	257	181	70	295	2034	3556	4016	1538	16018
MSTRG.452	308	323	428	1361	1743	1510	595	1216	708	1183	1265	5671	7706
MSTRG.453	38	64	77	411	681	400	27	82	225	309	379	2319	2175
MSTRG.454	63	152	142	135	352	159	74	139	199	322	354	2604	2855
MSTRG.455	614	892	904	913	1861	1591	331	453	139	271	314	15304	3436
MSTRG.456	0	0	0	0	0	1	0	0	0	0	0	33	3
MSTRG.457	0	0	0	2	0	0	0	3	73	66	64	3	8
MSTRG.458	0	0	0	38	89	98	0	11	29	24	40	11	147
MSTRG.459	23	284	20	4	24	30	5	571	8206	11478	12088	29	52701
MSTRG.460	0	7	5	14	46	24	4	15	135	235	249	891	713
MSTRG.461	492	557	587	725	606	913	596	892	857	1109	1330	5997	10178
MSTRG.462	1	2	0	0	0	0	0	0	12	29	21	0	331
MSTRG.463	4	19	1	2	1	3	2	84	956	1585	1868	1	5972
MSTRG.464	0	17	2	0	1	2	0	12	198	415	413	0	1459
MSTRG.465	25	6	5	413	163	278	3	1	64	97	122	332	1350
MSTRG.466	0	0	0	0	0	0	0	4	32	37	60	1	5
MSTRG.467	160	103	186	228	86	271	134	246	458	758	1055	1713	8806
MSTRG.468	4	72	5	17	48	28	0	131	1508	1656	1913	22	4566
MSTRG.469	5	17	10	115	134	113	2	11	89	178	190	51	500
MSTRG.470	739	709	780	2008	2967	2184	2647	4803	518	913	1050	3572	8074
MSTRG.471	1159	1813	1989	536	909	948	754	1317	101	177	215	2526	2187
MSTRG.472	0	2	5	88	251	394	0	1	2	2	6	106	986
MSTRG.473	6	7	15	479	1117	452	10	17	49	72	83	1073	1006
MSTRG.474	6	106	3	8	12	17	3	164	1559	2808	2925	3	4982
MSTRG.475	0	0	0	1	14	1	0	0	1	1	0	17	6
MSTRG.476	0	0	0	8	23	5	0	3	3	2	0	0	32
MSTRG.477	1	3	5	66	201	163	4	4	33	45	73	370	786
MSTRG.478	22	7	7	0	0	0	0	0	1	0	1	0	2
MSTRG.479	926	1207	1395	755	1514	852	900	1581	191	302	363	3229	2933
MSTRG.480	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.481	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.482	453	374	425	2502	847	1548	1888	2399	83	137	154	1467	4409
MSTRG.483	311	453	397	533	763	608	355	380	72	133	155	772	2074
MSTRG.484	1	3	0	1	6	1	2	18	0	0	0	1	8
MSTRG.485	0	15	1	1	4	1	0	15	155	329	412	6	500
MSTRG.486	6	24	279	4801	16729	6868	58	28	0	123	422	31853	59612
MSTRG.487	47	91	76	480	387	486	156	247	329	604	751	236	5187
MSTRG.488	30	50	43	2080	2653	1771	315	570	120	214	271	1230	3318
MSTRG.489	0	1	3	63	191	43	3	0	1	7	5	245	760
MSTRG.490	242	306	283	629	733	584	298	557	1183	1927	2366	10415	14597
MSTRG.491	259	196	238	1988	1431	1246	266	409	129	183	235	11467	5457
MSTRG.492	409	525	526	2936	4157	1575	627	1115	954	1319	1450	12872	7641
MSTRG.493	44	60	63	381	383	353	53	106	171	296	298	2598	2079
MSTRG.494	0	2	2	355	311	300	5	3	9	11	6	371	630
MSTRG.495	21	31	30	139	188	199	49	82	49	69	58	1035	529
MSTRG.496	27	28	25	130	127	68	20	48	8	7	5	1397	164
MSTRG.497	291	261	281	2051	1973	1232	1016	1693	320	404	459	3618	6728
MSTRG.498	1027	1496	1760	3698	3228	2824	2456	4020	1958	2937	3332	32059	18392
MSTRG.499	4	3	8	566	828	556	25	40	2	4	12	539	2389
MSTRG.500	0	1	23	1411	4502	3661	19	0	0	5	1	3578	8924
MSTRG.501	0	1	5	196	92	141	0	1	0	1	0	1615	2556
MSTRG.502	0	0	8	537	288	331	1	1	0	0	1	1960	3803
MSTRG.503	0	1	19	1401	1682	1696	11	1	0	3	2	5066	4741
MSTRG.504	0	0	1	431	108	259	0	0	0	1	0	50	2342
MSTRG.505	0	2	13	1906	5528	1253	4	1	0	1	4	690	710
MSTRG.506	0	0	0	3	0	3	1	3	24	25	35	0	13
MSTRG.507	1124	1349	1531	3069	3137	2096	1753	3300	4493	5131	6134	15689	33550
MSTRG.508	0	0	0	0	0	0	0	0	0	0	0	0	1
MSTRG.509	1268	1090	1368	1987	3703	2470	7860	14017	799	1054	1400	7789	8460
MSTRG.510	0	1	0	0	0	1	0	0	9	11	18	0	125
MSTRG.511	2	3	2	20	12	15	9	16	11	18	20	6610	108
MSTRG.512	345	527	451	999	2051	1135	486	671	621	1277	1347	9383	9676
MSTRG.513	9	11	17	45	47	30	10	14	2	7	9	69	164
MSTRG.514	1707	2056	2441	6091	6232	6015	3005	4263	382	565	667	6236	16054
MSTRG.515	0	0	0	0	0	1	0	2	46	26	36	0	592
MSTRG.516	0	0	0	56	94	92	3	4	18	17	20	10	173
MSTRG.517	1	0	1	1	1	3	0	23	472	355	377	0	779
MSTRG.518	2151	3012	3985	1916	3339	1805	3106	5538	988	1628	1752	22131	11024
MSTRG.519	1	0	1	31	17	17	0	8	55	67	83	39	93
MSTRG.520	18	31	51	1999	2231	2531	16	13	45	57	85	3288	3935
MSTRG.521	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.522	575	984	794	95	156	121	2	0	0	1	0	127	270
MSTRG.523	5	15	7	842	1210	511	7	39	0	2	4	1418	2079
MSTRG.524	25	34	26	717	903	536	56	75	8	10	14	709	811
MSTRG.525	7	8	17	1780	5416	2103	58	231	1	3	6	247	5876
MSTRG.526	1	7	47	7020	13303	6334	72	355	87	113	164	3142	9959
MSTRG.527	0	0	0	6	28	7	0	0	0	0	0	0	2
MSTRG.528	3	0	4	193	344	142	5	10	2	3	3	315	343
MSTRG.529	242	239	252	8335	23108	9599	1436	2634	178	182	243	666	17973
MSTRG.530	95	59	67	42	88	23	83	211	45	50	34	46	73
MSTRG.531	0	0	0	0	0	1	0	0	7	18	23	0	75
MSTRG.532	2103	1944	2175	15857	31789	19780	7958	11170	1272	2708	2782	54104	61981
MSTRG.533	0	1	0	2	4	3	0	3	20	23	27	1	170
MSTRG.534	0	0	0	7	40	6	0	0	0	1	0	0	4
MSTRG.535	0	2	13	1529	3933	2072	7	2	1	1	2	1311	3255
MSTRG.536	0	0	15	1360	3761	1966	12	1	5	3	3	710	4543
MSTRG.537	15	14	5	100	139	67	59	103	82	61	102	155	188
MSTRG.538	16	13	18	21	44	20	11	22	1	1	0	0	51
MSTRG.539	53	35	41	53	47	18	27	37	10	11	19	167	93
MSTRG.540	77	94	69	336	241	243	74	133	424	577	732	2412	2482
MSTRG.541	198	129	123	1875	1650	1210	1316	1533	433	586	647	2664	2679
MSTRG.542	30	17	23	236	470	258	58	100	10	7	13	8	134
MSTRG.543	0	2	3	15	61	43	0	0	0	4	3	268114	1711
MSTRG.544	0	0	0	45	6	19	0	1	3	0	1	18	181
MSTRG.545	0	0	2	31	16	20	0	0	0	0	0	24	224
MSTRG.546	0	1	2	162	323	152	7	8	0	2	1	135	545
MSTRG.547	0	0	7	35	105	49	1	0	1	0	1	166940	876
MSTRG.548	0	2	3	367	527	467	9	10	65	135	131	221	847
MSTRG.549	20	6	17	2542	1559	1846	43	147	69	93	93	7953	9808
MSTRG.550	6	17	6	46	114	54	17	22	41	54	84	583	304
MSTRG.551	1	0	6	867	962	400	6	1	4	8	5	323	1103
MSTRG.552	5	7	2	28	17	18	3	12	18	20	17	422	146
MSTRG.553	406	395	466	1550	1351	1375	456	857	591	844	1039	2753	7666
MSTRG.554	0	0	0	5	0	2	0	3	17	13	10	0	4
MSTRG.555	437	407	425	437	666	484	341	670	38	41	44	553	1298
MSTRG.556	12	6	21	21	58	20	2	2	5	9	8	756	64
MSTRG.557	0	1	3	656	532	498	2	0	15	13	22	520	1268
MSTRG.558	99	114	143	673	870	617	70	106	137	284	315	1170	2586
MSTRG.559	23	223	27	42	93	55	16	620	7642	9785	10697	42	45276
MSTRG.560	39	36	69	801	1065	328	96	181	63	34	58	736	947
MSTRG.561	0	0	0	13	27	8	0	0	0	0	0	0	0
MSTRG.562	0	0	0	10	7	14	0	0	0	0	0	7	34
MSTRG.563	0	2	0	0	0	2	0	4	70	72	105	0	314
MSTRG.564	0	0	0	15	44	24	0	1	5	5	4	15	400
MSTRG.565	135	101	126	1367	1330	1530	1349	2180	30	36	43	564	3085
MSTRG.566	0	0	0	2	1	0	0	0	0	1	0	0	249
MSTRG.567	113	83	156	3365	1738	1954	17	22	288	208	257	5936	7915
MSTRG.568	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.569	0	0	0	0	0	0	0	1	15	31	33	0	137
MSTRG.570	239	358	388	506	958	448	343	548	425	722	811	10709	4105
MSTRG.571	110	179	156	300	601	224	72	164	113	217	200	830	1544
MSTRG.572	11972	17799	20088	19899	79272	18712	8157	16037	3037	4783	5451	214177	90871
MSTRG.573	9028	15853	18181	3264	5391	2996	7006	9835	804	1564	1730	19505	18868
MSTRG.574	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.575	0	0	0	0	0	0	0	1	3	1	1	0	17
MSTRG.576	4	179	9	4	25	21	5	297	2923	5977	6416	10	23297
MSTRG.577	1	9	0	2	0	2	0	34	238	280	366	0	904
MSTRG.578	2004	1978	2194	6562	4667	5652	3454	5273	2112	2985	3627	11834	32160
MSTRG.579	2	4	0	31	104	30	5	3	1	3	5	38	96
MSTRG.580	0	4	0	1	3	3	0	12	177	306	301	1	757
MSTRG.581	523	499	635	1326	1082	1233	531	760	256	301	388	3630	4891
MSTRG.582	3	166	13	7	17	16	2	262	3180	5208	5666	5	16398
MSTRG.583	0	1	0	18	46	16	0	2	37	57	74	1	534
MSTRG.584	209	212	236	667	823	714	228	347	167	306	389	3233	3246
MSTRG.585	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.586	281	248	356	702	407	758	550	1118	156	216	257	2253	4255
MSTRG.587	21	168	19	5	18	38	7	472	4132	7048	7396	9	17473
MSTRG.588	412	423	394	1265	1292	1500	943	1190	233	267	307	1123	4178
MSTRG.589	0	0	0	0	0	2	0	12	128	163	191	0	439
MSTRG.590	0	0	1	0	0	2	0	0	12	10	18	1	21
MSTRG.591	1	0	0	0	0	0	0	19	384	306	375	0	18
MSTRG.592	263	242	292	726	895	603	507	921	242	301	336	4711	3259
MSTRG.593	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.594	35	36	36	279	252	191	51	69	111	213	246	1686	1665
MSTRG.595	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.596	54	51	34	111	152	105	48	60	59	120	156	866	753
MSTRG.597	188	393	434	465	568	493	328	469	125	270	308	4548	2175
MSTRG.598	377	367	422	1453	652	1206	616	1000	518	740	873	4953	9558
MSTRG.599	466	816	676	1087	1966	1187	583	1184	3338	6284	7437	7395	41459
MSTRG.600	0	1	0	1	2	1	0	0	26	56	83	21	2004
MSTRG.601	0	0	0	1	2	0	0	5	20	23	20	0	2
MSTRG.602	665	553	560	1226	1060	1403	11054	13647	166	187	204	2571	5618
MSTRG.603	2082	2973	3218	12658	10623	3746	3468	5290	840	1465	1531	24774	28079
MSTRG.604	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.605	37	18	27	170	161	89	35	45	12	16	17	281	282
MSTRG.606	206	128	223	392	505	270	305	406	39	69	73	1415	2989
MSTRG.607	297	126	203	600	573	275	174	299	81	42	50	201	2589
MSTRG.608	20	96	44	2	4	12	2	184	2596	3316	3613	5	10762
MSTRG.609	0	2	2	5	26	4	114	217	4	2	3	1	182
MSTRG.610	5	106	3	2	5	18	1	249	2211	4408	4785	3	11048
MSTRG.611	3	1	0	3	4	2	1	17	198	275	308	3	11
MSTRG.612	111	120	102	2	0	1	0	0	1	0	0	0	12
MSTRG.613	136	304	290	0	0	0	0	0	1	0	0	0	6
MSTRG.614	0	1	1	0	5	0	0	2	24	39	54	0	198
MSTRG.615	0	7	1	0	0	0	0	10	133	176	186	0	575
MSTRG.616	1	4	0	0	1	0	0	8	112	124	145	0	702
MSTRG.617	25	515	25	15	15	71	13	908	13845	15201	17113	29	67412
MSTRG.618	0	0	0	0	0	0	0	18	284	233	296	0	173
MSTRG.619	3	47	2	2	2	8	0	82	1070	1821	1851	2	4723
MSTRG.620	2	26	0	10	11	8	0	50	638	1196	1250	43	1820
MSTRG.621	1	24	0	565	200	356	3	0	2	0	0	210	2248
MSTRG.622	888	998	1111	1900	1651	1808	1029	1490	459	765	954	3959	7885
MSTRG.623	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.624	40	77	36	65	34	46	27	192	3118	3197	3456	32	12495
MSTRG.625	51	34	34	98	67	77	61	105	50	61	89	2007	467
MSTRG.626	54	49	50	295	120	187	58	101	526	613	823	2270	4473
MSTRG.627	1150	1626	1916	6228	17707	6796	9876	14173	518	947	1068	24843	24397
MSTRG.628	425	444	523	1711	2245	1767	467	636	208	349	416	4280	7160
MSTRG.629	4	0	1	10	0	2	0	0	11	4	6	0	4
MSTRG.630	262	199	230	739	329	409	337	526	67	98	114	1593	2176
MSTRG.631	13	4	8	17	12	9	6	8	9	2	8	0	5
MSTRG.632	1542	1855	2384	2295	3397	1986	3344	5165	1227	2036	2345	16355	12197
MSTRG.633	5	43	6	9	5	8	3	59	829	1037	1151	3	3527
MSTRG.634	240	202	219	699	776	446	296	515	386	469	636	2937	4682
MSTRG.635	337	537	527	702	1045	839	549	872	751	1451	1604	4918	8629
MSTRG.636	251	309	351	283	464	476	471	609	127	233	280	1382	1519
MSTRG.637	9	169	12	7	16	23	7	418	4832	6788	8251	21	42577
MSTRG.638	3453	3629	2934	1789	1136	1311	246	439	1087	1455	1805	1212	18269
MSTRG.639	4	86	6	75	131	82	6	131	1272	2208	2724	38	15612
MSTRG.640	0	22	0	0	0	4	0	4	87	125	128	2	8
MSTRG.641	2	29	3	0	1	2	2	88	805	1236	1337	3	2730
MSTRG.642	0	0	0	3	2	0	0	8	45	78	83	0	87
MSTRG.643	0	0	0	0	0	0	0	0	40	50	57	5	40
MSTRG.644	2	59	3	1	8	8	0	87	696	1450	1631	8	3381
MSTRG.645	206	175	183	5495	7100	5538	893	1396	216	339	362	4198	12035
MSTRG.646	0	1	0	0	2	1	0	8	129	175	211	0	17
MSTRG.647	0	18	1	2	0	2	0	51	279	536	636	5	1114
MSTRG.648	47	66	107	3064	6414	6614	481	639	383	595	736	1792	9688
MSTRG.649	794	1176	827	769	1496	799	526	711	467	1101	1283	1616	4534
MSTRG.650	2	40	7	47	79	92	6	80	621	1344	1457	46	4616
MSTRG.651	0	0	0	1	1	0	0	1	45	22	33	6	3
MSTRG.652	146	136	135	886	539	707	280	406	100	133	177	1564	2593
MSTRG.653	0	0	1	3	3	1	1	10	68	94	106	1	10
MSTRG.654	949	1379	1348	1442	1421	935	937	1526	180	225	301	1821	3143
MSTRG.655	0	2	1	3	0	0	1	4	5	2	8	4	120
MSTRG.656	1213	1924	2336	1226	1355	1106	963	1564	358	591	735	9705	5865
MSTRG.657	0	7	1	229	490	391	0	1	35	46	38	100	221
MSTRG.658	4	3	11	986	1792	1558	19	21	36	57	81	2582	3406
MSTRG.659	137	200	148	569	556	519	402	695	1305	1572	1965	1743	8161
MSTRG.660	689	272	287	1798	411	575	153	295	63	51	53	1100	2124
MSTRG.661	68	50	57	376	162	166	64	126	473	454	588	1413	3919
MSTRG.662	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.663	512	628	545	1406	2094	1157	811	1356	1219	1664	1885	14947	10494
MSTRG.664	201	145	163	388	389	228	89	196	358	322	361	2796	2385
MSTRG.665	675	783	1167	1252	2106	1540	690	1322	742	1340	1634	10231	10713
MSTRG.666	946	841	967	4845	6867	4897	2971	3701	372	540	616	16494	16375
MSTRG.667	257	253	161	470	488	328	153	441	2887	3021	3373	5968	14287
MSTRG.668	271	235	300	4851	3131	2773	598	851	164	206	233	2260	3899
MSTRG.669	370	436	451	426	698	432	285	493	207	293	328	3102	1791
MSTRG.670	3	1	2	119	97	100	0	3	5	4	6	1328	1124
MSTRG.671	32	18	33	635	500	704	34	35	14	16	20	1862	3584
MSTRG.672	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.673	0	0	0	11	5	14	0	0	4	9	9	0	62
MSTRG.674	0	0	0	51	109	59	0	1	36	61	64	5	173
MSTRG.675	2	17	4	2	9	6	1	41	378	729	773	5	1406
MSTRG.676	2125	3185	2767	1542	1066	1388	1490	2353	616	971	1148	4981	9784
MSTRG.677	2	3	4	2	13	4	0	15	154	229	256	18	134
MSTRG.678	0	4	3	288	191	205	0	1	14	22	20	1046	1732
MSTRG.679	1720	1620	1977	2064	2130	1530	1397	2340	479	538	647	4418	5892
MSTRG.680	521	702	631	323	865	379	501	733	140	283	331	2257	2393
MSTRG.681	25	51	50	82	181	91	43	75	336	544	623	383	2417
MSTRG.682	145	209	171	341	394	223	202	265	47	57	79	1610	521
MSTRG.683	98	164	149	189	343	230	92	176	150	293	378	2032	2234
MSTRG.684	61	84	82	103	170	217	96	142	88	121	156	942	1651
MSTRG.685	2	54	5	3	7	9	3	137	1252	2107	2289	6	6600
MSTRG.686	1	0	0	10	60	10	2	0	1	0	0	1	76
MSTRG.687	66	85	84	196	251	180	109	152	74	129	153	338	744
MSTRG.688	13	57	9	16	39	16	15	54	627	815	939	20	3333
MSTRG.689	0	0	1	0	0	0	1	0	4	6	3	0	9
MSTRG.690	12	147	19	62	84	194	6	175	1547	3868	3895	78	5812
MSTRG.691	2	49	3	2	1	13	1	80	1216	1597	1799	4	6167
MSTRG.692	0	1	2	96	257	82	0	0	0	0	0	63	168
MSTRG.693	0	0	0	0	0	1	0	0	1	0	0	62	5
MSTRG.694	3	30	3	5	0	6	0	117	965	1559	1792	1	4242
MSTRG.695	0	2	0	7	2	15	0	0	0	0	0	2	45
MSTRG.696	1	3	5	94	20	123	1	3	0	0	2	26	287
MSTRG.697	1	3	1	52	23	89	1	2	1	0	0	45	318
MSTRG.698	0	0	0	98	19	62	0	0	0	0	0	3	217
MSTRG.699	145	174	264	845	878	985	310	527	109	87	117	3906	3254
MSTRG.700	5	3	9	3	6	1	0	3	86	115	123	0	0
MSTRG.701	0	1	2	0	0	0	0	0	2	0	0	0	0
MSTRG.702	21744	46693	42333	33325	137957	35318	20807	36213	3537	9128	10246	65682	62825
MSTRG.703	166	185	186	361	242	394	233	377	101	200	245	1489	2078
MSTRG.704	596	735	735	1035	1008	947	626	1002	374	622	654	3763	5360
MSTRG.705	1	4	2	22	115	22	6	12	134	273	239	143	193
MSTRG.706	0	0	0	12	45	16	0	0	1	0	0	1	10
MSTRG.707	410	317	344	1010	725	541	286	457	68	90	98	1143	2552
MSTRG.708	7	5	10	22	114	11	17	25	1	2	3	12	86
MSTRG.709	179	181	182	847	828	1172	229	338	91	88	87	1071	5756
MSTRG.710	3	27	1	1	0	4	0	56	762	1007	1035	2	1907
MSTRG.711	0	0	0	1	0	0	0	2	5	0	0	0	2
MSTRG.712	799	718	859	1531	1436	1387	751	1251	417	576	676	9949	6492
MSTRG.713	154	352	313	875	1277	647	267	466	269	764	721	400	825
MSTRG.714	1733	1568	1838	4179	7720	5614	2420	3679	1302	2031	2402	7584	21933
MSTRG.715	17	17	26	903	1064	803	70	89	82	150	141	1562	2675
MSTRG.716	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.717	518	410	505	1476	1107	1007	1662	2761	117	131	182	1807	6173
MSTRG.718	986	953	1001	2740	2303	2857	2965	3765	611	808	994	8447	19361
MSTRG.719	338	233	303	602	524	356	212	355	604	502	623	5369	3869
MSTRG.720	386	330	322	533	289	376	160	256	251	406	494	2662	3020
MSTRG.721	1419	1108	1341	2064	1740	1316	713	1106	330	335	398	6143	6140
MSTRG.722	127	269	270	308	669	332	141	273	179	413	459	3315	1823
MSTRG.723	0	1	0	3	3	0	1	0	9	1	6	0	15
MSTRG.724	469	730	761	943	2167	925	501	684	167	340	365	2748	3076
MSTRG.725	19	39	18	63	65	28	6	6	4	7	3	1308	613
MSTRG.726	1	1	0	3	0	0	0	0	0	0	0	4	0
MSTRG.727	3619	3943	2371	1067	1462	1141	172	384	434	670	807	884	5651
MSTRG.728	0	2	12	553	1207	1128	4	6	0	2	0	296	1449
MSTRG.729	4	2	4	22	23	5	1	2	3	1	0	22	27
MSTRG.730	0	0	0	0	0	0	6	3	0	0	0	0	2
MSTRG.731	1301	1308	1503	3620	2621	3646	2891	3564	2344	3079	3893	5225	39019
MSTRG.732	144	173	183	1771	1881	1973	250	457	759	1339	1616	3957	7720
MSTRG.733	0	0	0	0	0	0	0	3	12	11	18	0	11
MSTRG.734	1	6	3	3	1	0	1	29	342	649	764	4	1520
MSTRG.735	1	6	0	3	1	2	0	25	360	375	437	1	1750
MSTRG.736	234	411	383	838	2288	1055	563	1035	979	2208	2416	1905	7054
MSTRG.737	184	226	302	364	593	566	378	488	141	191	278	2115	4419
MSTRG.738	68	81	101	88	181	78	24	29	4	6	2	160	1256
MSTRG.739	2	38	3	1	4	12	0	87	1154	1404	1515	3	6368
MSTRG.740	1	0	0	0	1	1	0	2	0	1	0	74	2
MSTRG.741	5	18	6	25	46	26	4	29	431	622	724	677	1864
MSTRG.742	321	229	258	811	301	454	492	984	621	840	898	5410	7090
MSTRG.743	7	12	21	2	1	1	6	12	1	0	0	1	3
MSTRG.744	1	0	0	5	35	9	0	0	0	0	0	4	42
MSTRG.745	1	0	0	1	2	0	0	3	33	54	47	1	48
MSTRG.746	887	561	790	1024	434	729	471	649	82	65	76	6768	6013
MSTRG.747	63	138	76	260	141	231	163	330	1017	1672	1884	688	6295
MSTRG.748	4	56	4	63	119	77	0	97	1466	1830	2233	24	5821
MSTRG.749	74	28	18	0	0	0	0	0	0	2	1	0	6
MSTRG.750	176	102	35	0	0	0	0	0	1	0	0	0	20
MSTRG.751	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.752	3	13	3	226	57	82	0	4	112	146	172	37	1282
MSTRG.753	3	35	0	0	1	3	0	49	1077	909	1082	3	5134
MSTRG.754	0	2	0	0	0	0	0	0	0	0	0	0	579
MSTRG.755	4	65	0	1	2	10	4	156	3499	2621	3203	8	13824
MSTRG.756	1903	1122	945	8	5	6	1	114	2163	2071	2298	4	10674
MSTRG.757	67	116	103	188	400	191	85	163	62	167	166	521	637
